SMILES;logP
[H]N(OC[C@@H](O)CO)C(=O)C1=CC(Br)=C(F)C(F)=C1N([H])C1=C(F)C=C(I)C=C1;4.74
[H][C@]1(CC(=C[C@@]([H])(OP(O)(O)=O)[C@@]1([H])O)C(O)=O)O[C@@](C)(OP(O)(O)=O)C(O)=O;-1.6
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSC[C@H](C)C(O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1;-5.4
O\C(=C/C(=O)C1=CNC2=CC=C(Cl)C=C12)C1=NN=NN1;1.47
CC1=CC=C(C=C1)S(O)(=O)=O;1.67
COC1=CC2=C(C=C1)N(CC1=CC=CC=C1)C(C)=C2CC(O)=O;3.7
[H][C@@](CC(O)=O)(NC(=O)C1=CC=C(CNS(=O)(=O)C2=CC(C(O)=O)=C(O)C=C2)C=C1)C(C)=O;1.34
COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OC)=C1OC;1.28
[H][C@@]1(C[C@]([H])(OC(=O)C2=CC=CC=C2NC)[C@@]([H])(COP(O)(=O)OP(O)(O)=O)O1)N1C=NC2=C(N)N=CN=C12;-2
NC(=[NH2+])C1=CC=CC=C1;0.89
CC(=O)OCC[N+](C)(C)C;-4.2
[H]N([H])C(N([H])[H])=[N+]([H])CCCOB1OCCO1;0.83
[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSC(O)OCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)N([H])CC(O)=O)C(O)=O;-2.7
OS(=O)(=O)CCCSC1=NC2=C(S1)C=CC=C2;0.3
[H][C@]1(CO)O[C@@]([H])(C2=NC3=C(N2)C=C(C)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;-0.76
N[C@@H](CCCCC(O)=O)C(O)=O;-2.4
ON(CCP(O)(O)=O)C=O;-2.4
NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I;2.83
COC1=CC(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C(OC)C=C1;2.92
[O-][Cl](=O)(=O)=O;-0.098
[H][C@@]1(CCCCC(=O)NCCCCCC(O)=O)SC[C@]2([H])NC(=O)N[C@]12[H];0.63
OB(O)C1=CC=C(C=C1)C(O)=O;1.16
O[C@@H]1CN(N(CC2=CC=C(O)C=C2)C(=O)N(CC2=CC=C(O)C=C2)[C@@H]1CC1=CC=CC=C1)S(=O)(=O)C1=CC(=CC=C1)C#N;4.52
OC[C@@H]1O[C@@H](O)[C@H](O)[C@H]1O;-2.3
CCCCCCCCCO;3.03
N[C@@H](CCCNC(=N)NO)C(O)=O;-3.3
CC1=C(CCOP(O)(O)=O)SC=N1;-0.51
[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2[NH+]=CN=C3SP(O)(O)=O)[C@]([H])(O)[C@]1([H])O;-3
CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2;-4.8
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(O)=O)[C@@H](O)[C@H]1O;-6
CC1=CN([C@H]2CC[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O;-0.53
[Cu]12[Cu]3[Cu]4[Cu]1S234;1
[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OCCCCCCCC;0.81
OC1=NC=NC2=C1N=NC2;0.49
OP(O)(=O)C(F)(F)C1=CC2=CC(=CC=C2C=C1)C(F)(F)P(O)(O)=O;1.63
[H]N1C(=O)C=CN([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@]2([H])F)C1=O;-1.6
O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O;-2.6
[H]N([C@@H](CC1=CC=C(OS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C)C=C1)C(O)=O)S(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C;3.72
O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O;-4
NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(=C1[O-])C1=CC=CC=C1;3.49
[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(=O)CCCCCC(O)=O;-0.75
[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)O1;-3.1
OC(=O)C1=NSN=C1O;1.34
CC(=O)CSCCS(O)(=O)=O;-0.52
[H]N([H])C1=[N+](C)C=NC2=C1N([H])C=N2;-5.5
CN(C)CCO[P@](O)(=O)OP(O)(O)=O;-2.7
CC(O)=O;-0.22
OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br;5.51
[H]N([H])C(=O)C1=C(C=C[N+](=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O)[C@@H]1CCCCC1=O;-8.8
[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC([O-])=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O;-4.8
CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS;-5.4
OP(O)(=O)OCCCC1=CNC2=C1C=CC=C2;1.91
NC1=NC=NC2=C1C=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;-1.3
NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-];3.01
OP(O)(=O)CC=O;-1.9
CCCO;0.36
CC(C)C1=CC(OC2=C(Cl)C=C(CC(O)=O)C=C2Cl)=CC=C1O;5.26
CC1=CC2=C(C=C1)N=CN2;1.77
[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](CO)[C@@]2([H])O[P@](O)(=S)O[C@@]12[H];-1
COC1=CC(\C=C\C(=O)SCCNC(=O)CCNC(=O)C2(O)[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@@H](O)[C@@H]3OP(O)(O)=O)N3C=NC4=C(N)N=CN=C34)C2(C)C)=CC(OC)=C1O;-4.1
CC1=CC(N)=C(N)C=C1C;1.34
CC(C)C1=CC(OC2=C(C)C=C(C=C2C)N2N=CC(=O)NC2=O)=CC=C1O;4.52
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CC[C@@H](F)C(O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1;-6.4
CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(N)C=C1;1.92
[H][C@]1(N)C[C@@]([H])(C)[C@@]([H])(N1)C(O)=O;-2.8
[H][C@]1(CO)O[C@@]([H])(N2C=CC=CNC2=O)[C@]([H])(O)[C@]1([H])O;-2
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]4C[C@@H](O[C@@H]4COP(O)(O)=O)N4C=CC(=O)N([H])C4=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1;-6
[H][C@](CCCCC(O)=O)(CCSCN)SSCCO;-1.1
[Cu].C1CNCCNCCCNCCNC1;-1.3
[H][C@]1(COC(=O)CCCCCCC)O[C@@](CO)(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O;-1.2
[H][C@](N)(C[C@@]1([H])CO1)C(O)=O;-3.3
CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N;-3.5
CCCCCCCCCCCCCCCCCC(O)=O;7.15
CO[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O;-1.2
CC1=CN([C@H]2C[C@H](F)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O;-0.35
[H][C@@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]1([H])O;-0.028
NC1=NC(=O)C2=NC(CO)=CN=C2N1;-1.1
[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]4([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]5([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]6([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O;-11
[H][C@@]1(C[C@]([H])(N(C)C)[C@]([H])(O)[C@]([H])(C)O1)O[C@@]1([H])C[C@](O)(CC)[C@]([H])(C(=O)OC)C2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1OC)C3=O;2.25
[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=NC=NC=C23)[C@]([H])(O)[C@]1([H])O;-3.7
N[C@H](CS)C(O)=O;-2.8
[H][C@](NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CN=C1C1=CC=C(N)C=C1)(C(C)C)C(=O)C(F)(F)F;0.46
[H]\C(CCCCCCCCCCCCC)=C(\[H])[C@@]([H])(O)[C@@]([H])(N)CO;4.57
CC1=NC=C(CN)C(N)=N1;-0.47
OC(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(O)=O)C(O)=O)C(=O)C2=O;-1
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O;-2.9
[H][C@@]1(CC2=C(CN1S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C=CC=C2)C(O)=O;4.13
[H][C@@]1(COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@]1([H])OC(=O)C1=CC(O)=C(O)C(O)=C1;4.99
OC(=O)C1=NC(=O)NC(=O)N1;-1.2
NC1=CC=C(CCC(O)=O)C=C1;0.44
OP(O)(=O)CCC(=C)C=O;-1
[H][C@](O)(C[C@]([H])(O)[C@@]([H])(O)C([O-])=O)C([O-])=O;-2.4
NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C([NH3+])=[NH2+];-3.4
N[C@@H](C=C)C(O)=O;-2.5
[H][C@@]1(CC(O)=O)CC[C@]([H])(N1)C(O)=O;-2.9
NC1=NC=NC2=C1N=CN2[C@@H]1C=C[C@H](O)[C@H]1O;-1.2
[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O;1.18
CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;-3.6
[H][C@]1(O)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])N(C)C)O[C@@]2([H])C[C@](O)(CC)[C@]([H])(O)C3=C2C(O)=C2C(=O)C4=C(C=CC=C4O)C(=O)C2=C3)O[C@@]([H])(C)[C@]1([H])O[C@@]1([H])CCC(=O)[C@@]([H])(C)O1;3.27
C[C@H](O)[C@@H](CCC1=C2C=CC=CC2=CC=C1)N1C=NC(=C1)C(N)=O;2.55
CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O;0.56
NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1;-4.5
C[N+](C)(C)[C@@H](CCC1=NC(C[C@H](N)C(O)=O)=CN1)C(N)=O;-7.2
[Fe+4].[H]\C(O)=C1/C(C)=C2[N-]/C/1=C([H])\C1=C(C)[C@@]([H])(C=C)\C([N-]1)=C([H])\C1=C(C)C(CCC(O)=O)=C([N-]1)\C([H])=C1/[N-]/C(=C\2/[H])C(C)=C1CCC(O)=O;-4.8
N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O;-1.1
OCC(F)(F)F;0.44
NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O;-6.2
NC(=O)C1=C(C=C(C(=C1)N(CCCl)CCCl)[N+]([O-])=O)[N+]([O-])=O;2.14
CC(C)CC(=O)C(O)=O;1.5
[H][C@]1(COP(O)(=O)OCCC)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O;-3
[H]N([H])C1=NC(=O)C2=NN(N([H])C2=N1)C1=CC=CC(=C1)C(=O)N([H])CC1=CC=CC=C1SC1=CC=CC=C1CO;1.75
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O;15.02
[H]N([H])[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(C)C(=O)N([H])C1=O;-2
CN(CC=C)CC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1;6.52
[H]N([H])CCCN1CCN(CCCN([H])C(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1;-2.4
NCCC(=O)NCC[C@H](N)C(O)=O;-5.1
O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O;-1.5
NC1=CC(F)=CC(F)=C1;1.43
[H][C@@](CC1=CC=C(OC2=CC(=C(O)C(=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1)(NC(C)=O)C(O)=O;1.97
N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O;-3.3
[H][C@](N)(CCCC)C=O;0.67
[H][C@]1(CO)O[C@]([H])(OC2=CC=C(N)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;-1.4
[NH3+]CC1=CC=C(F)C=C1;1.24
[H][C@@](CC(C)C)(N1C=C(CN)N=N1)C(O)=O;-1.7
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSC(=O)CCC[N+]([O-])=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1;-5.8
O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O;-2.3
CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2;-1
CC[C@@H](OP(O)(O)=O)C(O)=O;-0.073
[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=C(C)C(=O)NC2=O)[C@]([H])(OC)[C@]1([H])C;-0.33
[H][C@]1(CO)O[C@@]([H])(C2=NC3=CC(C)=CC=C3S2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;0.095
[H]N([H])C(=NCCC[C@H](N([H])C(=O)C1CCCC1)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H];2.09
[H][C@@](N)(CCCCN)C(O)=O;-3.2
NC[C@@H]1CCCN1;-0.52
N1C=NC=C1C1=CC=CC=C1;1.42
OC1=CC=CC=C1;1.67
[H]N([H])C1=NC(=O)C2=C(N([H])C[C@@H](CN([H])C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1[H];-3.8
[H][C@@](CC(C)C)(NC(C)=O)[C@]1([H])O[C@]([H])(C[C@@]1([H])C(=O)OC)C(O)=O;0.5
NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1;-3
OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1Cl;4.22
NCCCCCCN;0.044
NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1;1.02
[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O;-4.4
CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12;-1.4
O=CCCCC=O;-0.27
CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC=C)C1=O;2.48
CC(=O)N[C@@H](CC1=CC(C=O)=C(C=C1)C(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O;3.24
[H][C@]1(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)C([H])(O)[C@]([H])(O)[C@@]1([H])O;-4.1
NS(=O)(=O)C1=C(F)C=CC=C1F;0.86
CN1N=C(C(Br)=C1C(F)(F)F)C1=CC(C(O)=O)=C(Cl)C=C1F;4.41
[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O;-1.5
[H]N1C(=O)C=CN([C@H]2C[C@H](O)[C@@H](C)O2)C1=O;-0.47
N[C@@H](CS)C(N)=O;-1.4
NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](\C=C\C[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O;2.58
[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O;-6.5
OC[C@H](O)[C@@H](O)CO;-2.5
[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O;0.82
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H](C[C@@H]4O)N4C=C(C)C(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1;-6.3
[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(CO)O1;-3.8
C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O;-1.9
[H][C@]1(O)COC(=C[C@]1([H])O)C(O)=O;-1.5
OC1=CC=C(\C=C\C(=O)C2=C(O)C=C(O)C=C2)C=C1;3.63
[H]C(N)(O)[C@]1(O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N=[N+]=[N-];-3
[H]\C(OCCN)=C(\[H])/C(=N\CC1=C(COP(O)(O)=O)C=NC(C)=C1O)/C(O)=O;-4.4
[H][C@@](O)(CNC(=O)C1=CC2=CC(Cl)=CC=C2N1)N(CCO)C1CCCC1;1.99
[H][C@](N)(CS[As](O)O)C(O)=O;-3.8
CC(=O)N[C@@H](CC1=CC=CC2=CC=CC=C12)[B-](O)(O)OC[C@H](N)C(O)=O;-2.9
[H][C@]1(N)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])CO;-3
[H][C@@](N)(CP(O)(O)=O)C(O)=O;-3.8
CN1C(=O)NC2=C1NC(=O)NC2=O;-1.3
CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O;0.78
NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O;-8.3
[H]N([C@@H]1[C@@H](O)C[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O;-7.1
OS(=O)(=O)CC1=CC=CC=C1;0.92
OP(O)(=O)OC1=CC=CC=C1;1.02
[H][C@](NC(=O)CCC(O)=O)(C(O)=O)C1=CC=CC=C1;0.43
[H][C@]12NC3=C(N[C@@]1([H])C(S)=C(S)[C@@H](COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)O2)C(=O)NC(N)=N3;-4.3
CC1=CC=CC(CC=C)=C1O;3.28
ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl;3.94
OC[C@@H](O)[C@@H](O)C[C@H](O)C(O)=O;-2.7
NCC1=CNC2=C1C(=O)NC(N)=N2;-1.2
CC(=N)NCCC[C@H](N)C(O)=O;-2.9
COC1=CC=CC(C=O)=C1OP(O)(O)=O;0.57
NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1;0.46
CC(C)C[C@H](N)C(=O)NO;-0.57
OS(=O)(=O)CCNC1CCCCC1;-0.59
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O;-10
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1;5.87
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O;-0.5
[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CCC[C@@H](N)C(O)=O)C(O)=O;-4.4
N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O;-0.94
NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1;-3.2
C1COCCO1;-0.094
CC(S)C1=C2C=C3C(C)=C(C(C)S)C4=[N+]3[Fe--]35N6C(=C4)C(C)=C(CCC(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4CCC(O)=O;1.54
[H]N=C1N(C)C=NC2=C1N=CN2[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O;-2.6
[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O;-1.1
N[C@@H](C[NH3+])C(O)=O;-4
[H][C@]1(OC(=C[C@H](N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO;-6.1
CC(C)NC[C@@H](O)COC1=CC=CC2=C1C=CC=C2;2.58
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O;-4.7
[H]N([H])[C@@H](CC1=CC=C(O)C=C1)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H];-2.5
NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OC2CC(OC2CO)N2C=CC(N)=NC2=O)O1;-2.6
[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)P(O)(O)=O;-5.2
S[Mo](=O)=O;-0.3
SC1=NC=CC=C1;1.44
N[C@@H](CCC(=O)N[C@@H](CS[C@@H](O)N(O)C1=CC=C(I)C=C1)C(=O)NCC(O)=O)C(O)=O;-1.9
[H]N(CC1=CC=CC2=CC=CC=C12)C1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3N([H])C(=O)C3=CC(OC)=CC(OC)=C3)C2=NC=N1;2.18
NC1=NC2=C(N3[C@@H](COC3=O)CN2)C(=O)N1;-1.4
NS(=O)(=O)C1=CC=C(NC(=S)OCCC2=CSC=C2)C=C1;3.12
C[C@H](O)CBr;0.75
OC1=CC(=CC(=C1O)[N+]([O-])=O)C(=O)CCN1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F;2.48
NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1;2.93
CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.37
OCC1=CC=CC(I)=C1;2.13
[H][C@@](C)(CP(O)(=O)[C@@]([H])(N)CC(O)=O)C(O)=O;-2.3
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=C4C=C(Br)C=C5)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1;-4.1
CC(=O)NC1=CC=C(C=C1NC(N)N)C(O)=O;-1.8
O[C@H](\C=C(/O)[O-])C([O-])=O;-0.41
[H][C@]1(O)[C@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@]([H])(OP(O)(O)=O)[C@@]1([H])OP(O)(O)=O;-4.4
OCCS;-0.11
OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(O)C(Cl)=C1;5.43
CCOP(=O)(OCC)OCC;1.18
[H][C@]12CCCN[C@]11CC(C)=C[C@H]2CC2=C1C=CC(=O)N2;0.67
[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O;-2.9
[NH3+][Co-3]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+];-2.4
CC1=C(CNC2=CC=CC3=NC=CC=C23)C=NC2=NC(N)=NC(N)=C12;2.02
N[C@@H](CS[As](O)(O)=O)C(O)=O;-4.1
[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])N=C(N)N2;-1.1
[H][C@]1(CO)O[C@@]([H])(C2=NN=C(C)O2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;-3.5
[H]N([H])[C@@H]([C@@H](C)O)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H];-4.5
O[C@H](C(O)=O)C1=CC=CC=C1;0.9
